,reportname,modelpath,dataitem,filtername
632,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 3Q],
633,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 4Q],
634,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BMC],
635,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 Total Signings],
636,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 LT10 Signings],
637,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 30 GT10 Signings],
638,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 46 GT10 Signings],
639,aSD_REPORT,,[C&D&E1&E2&F&G].[E XaaS],
640,aSD_REPORT,,[C&D&E1&E2&F&G].[E1 30 Total 6 mo XaaS],
641,aSD_REPORT,,[C&D&E1&E2&F&G].[E2 46 Total 6 mo XaaS],
642,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight XaaS],
643,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'Communication'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'Distribution'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'Financial Service'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'Industrial'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'Public'
else [Main0].[Market Name]
end",
644,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] IN ('C000000','D000000','F000000','I000000','P000000') then 'unknown'
else [Main0].[Customer Set]
end",
645,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then '_COMMUNICATIONS PLUG'
when [B].[AFFILIATE_NUMBER] = 'D000000' then '_DISTRIBUTION PLUG'
when [B].[AFFILIATE_NUMBER] = 'F000000' then '_FINANCIAL SERVICES PLUG'
when [B].[AFFILIATE_NUMBER] = 'I000000' then '_INDUSTRIAL PLUG'
when [B].[AFFILIATE_NUMBER] = 'P000000' then '_PUBLIC PLUG'
else [Main0].[Coverage ID Name]
end",
646,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'C000000'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'D000000'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'F000000'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'I000000'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'P000000'
else [Main0].[Cov ID1]
end",
647,aSD_REPORT,,[Main0].[D&G&C 30 Revenue],
648,aSD_REPORT,,[Main0].[D&G 30 Revenue],
649,aSD_REPORT,,[Main0].[G 30 Moonlight Rev],
650,aSD_REPORT,,[Main0].[D 30 Revenue],
651,aSD_REPORT,,[Main0].[D 30 Revenue 3Q],
652,aSD_REPORT,,[Main0].[D 30 Revenue 4Q],
653,aSD_REPORT,,[Main0].[C 46 Revenue],
654,aSD_REPORT,,[Main0].[D&G&C BCP GP],
655,aSD_REPORT,,[Main0].[D 30 GP Contract BCP],
656,aSD_REPORT,,[Main0].[D 30 GP BCP 3Q],
657,aSD_REPORT,,[Main0].[D 30 GP BCP 4Q],
658,aSD_REPORT,,[Main0].[G 30 Moonlight GP BCP],
659,aSD_REPORT,,[Main0].[C 46 Validated GP Target],
660,aSD_REPORT,,[Main0].[D&G BMC GP],
661,aSD_REPORT,,[Main0].[D 30 GP Contract BMC],
662,aSD_REPORT,,[Main0].[D 30 GP BMC 3Q],
663,aSD_REPORT,,[Main0].[D 30 GP BMC 4Q],
664,aSD_REPORT,,[Main0].[G 30 Moonlight GP BMC],
665,aSD_REPORT,,[Main0].[F IS 30/46 Total Signings],
666,aSD_REPORT,,[Main0].[F IS 30/46 LT10 Signings],
667,aSD_REPORT,,[Main0].[F Div 30 GT10 Signings],
668,aSD_REPORT,,[Main0].[F Div 46 GT10 Signings],
669,aSD_REPORT,,[Main0].[E XaaS],
670,aSD_REPORT,,[Main0].[E1 30 Total 6 mo XaaS],
671,aSD_REPORT,,[Main0].[E2 46 Total 6 mo XaaS],
672,aSD_REPORT,,[Main0].[G 30 Moonlight XaaS],
673,aSD_REPORT,,[Main].[Market Name],
674,aSD_REPORT,,[Main].[Customer Set],
675,aSD_REPORT,,[Main].[Coverage ID Name],
676,aSD_REPORT,,[Main].[Cov ID],
677,aSD_REPORT,,"case
when [Main].[D&G&C 30 Revenue] is null then 0 
else [Main].[D&G&C 30 Revenue]
end",
678,aSD_REPORT,,"case
when [Main].[D&G 30 Revenue] is null then 0 
else [Main].[D&G 30 Revenue]
end",
679,aSD_REPORT,,"case
when [Main].[G 30 Moonlight Rev] is null then 0 
else [Main].[G 30 Moonlight Rev]
end",
680,aSD_REPORT,,"case
when [Main].[D 30 Revenue] is null then 0
else [Main].[D 30 Revenue]
end",
681,aSD_REPORT,,"case
when [Main].[D 30 Revenue 3Q] is null then 0 
else [Main].[D 30 Revenue 3Q]
end",
682,aSD_REPORT,,"case
when [Main].[D 30 Revenue 4Q] is null then 0
else [Main].[D 30 Revenue 4Q]
end",
683,aSD_REPORT,,"case
when [Main].[C 46 Revenue] is null then 0
else [Main].[C 46 Revenue]
end",
684,aSD_REPORT,,"case
when [Main].[D&G&C BCP GP] is null then 0
else [Main].[D&G&C BCP GP]
end",
685,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BCP] is null then 0
else [Main].[D 30 GP Contract BCP]
end",
686,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 3Q] is null then 0
else [Main].[D 30 GP BCP 3Q]
end",
687,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 4Q] is null then 0
else [Main].[D 30 GP BCP 4Q]
end",
688,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BCP] is null then 0
else [Main].[G 30 Moonlight GP BCP]
end",
689,aSD_REPORT,,"case
when [Main].[C 46 Validated GP Target] is null then 0
else [Main].[C 46 Validated GP Target]
end",
690,aSD_REPORT,,"case
when [Main].[D&G BMC GP] is null then 0
else [Main].[D&G BMC GP]
end",
691,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BMC] is null then 0
else [Main].[D 30 GP Contract BMC]
end",
692,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 3Q] is null then 0
else [Main].[D 30 GP BMC 3Q]
end",
693,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 4Q] is null then 0
else [Main].[D 30 GP BMC 4Q]
end",
694,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BMC] is null then 0 
else [Main].[G 30 Moonlight GP BMC]
end",
695,aSD_REPORT,,"case
when [Main].[F IS 30/46 Total Signings] is null then 0
else [Main].[F IS 30/46 Total Signings]
end",
696,aSD_REPORT,,"case
when [Main].[F IS 30/46 LT10 Signings] is null then 0
else [Main].[F IS 30/46 LT10 Signings]
end",
697,aSD_REPORT,,"case
when [Main].[F Div 30 GT10 Signings] is null then 0
else [Main].[F Div 30 GT10 Signings]
end",
698,aSD_REPORT,,"case
when [Main].[F Div 46 GT10 Signings] is null then 0
else [Main].[F Div 46 GT10 Signings]
end",
699,aSD_REPORT,,"case
when [Main].[E XaaS] is null then 0
else [Main].[E XaaS]
end",
700,aSD_REPORT,,"case
when [Main].[E1 30 Total 6 mo XaaS] is null then 0
else [Main].[E1 30 Total 6 mo XaaS]
end",
701,aSD_REPORT,,"case
when [Main].[E2 46 Total 6 mo XaaS] is null then 0
else [Main].[E2 46 Total 6 mo XaaS]
end",
702,aSD_REPORT,,"case
when [Main].[G 30 Moonlight XaaS] is null then 0
else [Main].[G 30 Moonlight XaaS]
end",
703,aSD_REPORT,,[Main].[Market Name],
704,aSD_REPORT,,[Main].[Customer Set],
705,aSD_REPORT,,[Main].[Coverage ID Name],
706,aSD_REPORT,,[Main].[Cov ID],
707,aSD_REPORT,,[Main2].[Market Name],
708,aSD_REPORT,,[Main2].[Customer Set],
709,aSD_REPORT,/content/folder[@name='Quota Folder']/package[@name='S&D Package']/model[@name='2017-06-22T08:47:18.794Z'],,
710,aSD_REPORT,,,[AFFILIATE_NUMBER] = 'F000000'
711,aSD_REPORT,,,[Business View].[C_TABLE].[PERIOD]='2H'
712,aSD_REPORT,,,[Business View].[C_TABLE].[BRAND]='IS - ITS'
713,aSD_REPORT,,,[COV_ID] IS NOT NULL
714,aSD_REPORT,,,[C].[COV_ID] = [D].[COV_ID]
715,aSD_REPORT,,,[C&D].[COV_ID] = [F].[COV_ID]
716,aSD_REPORT,,,[E1].[COV_ID] = [E2].[COV_ID]
717,aSD_REPORT,,,[E1&E2].[COV_ID] = [G].[COV_ID]
718,aSD_REPORT,,,[C&D&F].[COV_ID] = [E1&E2&G].[COV_ID]
719,aSD_REPORT,,,[C&D&E1&E2&F&G].[COV_ID] = [KEYSTONE].[Cov Id]
720,aSD_REPORT,,,[Cov ID] in ?CovID?
721,aSD_REPORT,,,[Main0].[Cov ID1] = [B].[CONTRACTS]
722,aSD_REPORT,,,[Market Name] in ?Market?
723,aSD_REPORT,,,[Customer Set] in ?CustomerSet?
724,aSD_REPORT,,[Business View].[B_TABLE].[CONTRACTS],
725,aSD_REPORT,,[Business View].[B_TABLE].[AFFILIATE_NUMBER],
726,aSD_REPORT,,[Business View].[C_TABLE].[COVERAGE_ID],
727,aSD_REPORT,,[Business View].[C_TABLE].[Validated Rev Target],
728,aSD_REPORT,,[Business View].[C_TABLE].[Validated GP Target],
729,aSD_REPORT,,"case when [Business View].[D_TABLE].[COV_ID] is null
then [Business View].[D_TABLE].[CONTRACTS]
else [Business View].[D_TABLE].[COV_ID]
end",
730,aSD_REPORT,,[Business View].[D_TABLE].[30 Revenue Majors],
731,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - Rev Majors],
732,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - Rev Majors],
733,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BCP],
734,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BCP],
735,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BCP],
736,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BMC],
737,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BMC],
738,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BMC],
739,aSD_REPORT,,"case when 
[Business View].[E1_TABLE].[COV_ID] is null
then [Business View].[E1_TABLE].[CONTRACTS]
else [Business View].[E1_TABLE].[COV_ID]
end",
740,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 6 mo XaaS],
741,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 12 mo XaaS],
742,aSD_REPORT,,[Business View].[E2_TABLE].[COV_ID],
743,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_6_MO_XAAS],
744,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_12_MO_XAAS],
745,aSD_REPORT,,[Business View].[F_TABLE].[COVERAGE_ID],
746,aSD_REPORT,,"
[Business View].[F_TABLE].[IS_30_SLASH_46_LT10]",
747,aSD_REPORT,,[Business View].[F_TABLE].[DIV_46_GT10],
748,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_GT10],
749,aSD_REPORT,,[Business View].[F_TABLE].[IS_DIV_30_SLASH_46_TOTAL],
750,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_LT10],
751,aSD_REPORT,,[Business View].[G_TABLE].[Cov Id],
752,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL REV Quota - Moonlight],
753,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL GP Quota - Moonlight],
754,aSD_REPORT,,"COALESCE([C].[COV_ID],[D].[COV_ID])",
755,aSD_REPORT,,[C].[C_Validated Rev Target],
756,aSD_REPORT,,[C].[C_Validated GP Target],
757,aSD_REPORT,,[D].[D 30 Revenue 3Q],
758,aSD_REPORT,,[D].[D 30 Revenue 4Q],
759,aSD_REPORT,,[D].[D 30 Revenue],
760,aSD_REPORT,,[D].[D 30 GP BCP 3Q],
761,aSD_REPORT,,[D].[D 30 GP BCP 4Q],
762,aSD_REPORT,,[D].[D 30 GP Contract BCP],
763,aSD_REPORT,,[D].[D 30 GP BMC 3Q],
764,aSD_REPORT,,[D].[D 30 GP BMC 4Q],
765,aSD_REPORT,,[D].[D 30 GP Contract BMC],
766,aSD_REPORT,,"COALESCE([C&D].[COV_ID],[F].[COV_ID])
",
767,aSD_REPORT,,[C&D].[C_Validated Rev Target],
768,aSD_REPORT,,[C&D].[C_Validated GP Target],
769,aSD_REPORT,,[C&D].[D 30 Revenue 3Q],
770,aSD_REPORT,,[C&D].[D 30 Revenue 4Q],
771,aSD_REPORT,,[C&D].[D 30 Revenue],
772,aSD_REPORT,,[C&D].[D 30 GP BCP 3Q],
773,aSD_REPORT,,[C&D].[D 30 GP BCP 4Q],
774,aSD_REPORT,,[C&D].[D 30 GP Contract BCP],
775,aSD_REPORT,,[C&D].[D 30 GP BMC 3Q],
776,aSD_REPORT,,[C&D].[D 30 GP BMC 4Q],
777,aSD_REPORT,,[C&D].[D 30 GP Contract BMC],
778,aSD_REPORT,,[F].[F IS 30/46 Total Signings],
779,aSD_REPORT,,[F].[F IS 30/46 LT10 Signings],
780,aSD_REPORT,,[F].[F Div 30 GT10 Signings],
781,aSD_REPORT,,[F].[F Div 46 GT10 Signings],
782,aSD_REPORT,,"COALESCE([E1].[COV_ID],[E2].[COV_ID])
",
783,aSD_REPORT,,[E1].[30 Total 6 mo XaaS],
784,aSD_REPORT,,[E1].[30 Total 12 mo XaaS],
785,aSD_REPORT,,[E2].[TOTAL_6_MO_XAAS],
786,aSD_REPORT,,[E2].[TOTAL_12_MO_XAAS],
787,aSD_REPORT,,"COALESCE([E1&E2].[COV_ID],[G].[COV_ID])
",
788,aSD_REPORT,,[E1&E2].[E1 30 Total 6 mo XaaS],
789,aSD_REPORT,,[E1&E2].[E1 30 Total 12 mo XaaS],
790,aSD_REPORT,,[E1&E2].[E2 TOTAL_6_MO_XAAS],
791,aSD_REPORT,,[E1&E2].[E2 TOTAL_12_MO_XAAS],
792,aSD_REPORT,,[G].[TOTAL REV Quota - Moonlight],
793,aSD_REPORT,,[G].[TOTAL GP Quota - Moonlight],
794,aSD_REPORT,,"COALESCE([C&D&F].[COV_ID],[E1&E2&G].[COV_ID])
",
795,aSD_REPORT,,"(case when [D&G 30 Revenue] is null then 0
else [D&G 30 Revenue]
end)+
(case when[C 46 Revenue] is null then 0
else [C 46 Revenue]
end)

",
796,aSD_REPORT,,"(case when [D 30 Revenue] is null then 0
else [D 30 Revenue]
end)+
(case when [G 30 Moonlight Rev] is null then 0
else [G 30 Moonlight Rev]
end)
",
797,aSD_REPORT,,[G TOTAL REV Quota - Moonlight],
798,aSD_REPORT,,[C&D&F].[D 30 Revenue],
799,aSD_REPORT,,[C&D&F].[D 30 Revenue 3Q],
800,aSD_REPORT,,[C&D&F].[D 30 Revenue 4Q],
801,aSD_REPORT,,[C_Validated Rev Target],
802,aSD_REPORT,,"(case when [D 30 GP Contract BCP] is null then 0
else [D 30 GP Contract BCP]
end)+
(case when [G 30 Moonlight GP BCP] is null then 0
else [G 30 Moonlight GP BCP]
end)
+
(case when [C 46 Validated GP Target] is null then 0
else [C 46 Validated GP Target]
end)
",
803,aSD_REPORT,,[C&D&F].[D 30 GP Contract BCP],
804,aSD_REPORT,,[C&D&F].[D 30 GP BCP 3Q],
805,aSD_REPORT,,[C&D&F].[D 30 GP BCP 4Q],
806,aSD_REPORT,,[G TOTAL GP Quota - Moonlight],
807,aSD_REPORT,,[C_Validated GP Target],
808,aSD_REPORT,,"(case when [D 30 GP Contract BMC] is null then 0
else [D 30 GP Contract BMC]
end)+
(case when [G 30 Moonlight GP BMC] is null then 0
else [G 30 Moonlight GP BMC]
end)


",
809,aSD_REPORT,,[C&D&F].[D 30 GP Contract BMC],
810,aSD_REPORT,,[C&D&F].[D 30 GP BMC 3Q],
811,aSD_REPORT,,[C&D&F].[D 30 GP BMC 4Q],
812,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
813,aSD_REPORT,,[C&D&F].[F IS 30/46 Total Signings],
814,aSD_REPORT,,[C&D&F].[F IS 30/46 LT10 Signings],
815,aSD_REPORT,,[C&D&F].[F Div 30 GT10 Signings],
816,aSD_REPORT,,[C&D&F].[F Div 46 GT10 Signings],
817,aSD_REPORT,,"(case when [E1 30 Total 6 mo XaaS] is null then 0
else [E1 30 Total 6 mo XaaS]
end)+
(case when [E2 46 Total 6 mo XaaS] is null then 0
else [E2 46 Total 6 mo XaaS]
end)
+
(case when [G 30 Moonlight XaaS] is null then 0
else [G 30 Moonlight XaaS]
end)",
818,aSD_REPORT,,[E1&E2&G].[E1 30 Total 6 mo XaaS],
819,aSD_REPORT,,[E2 TOTAL_6_MO_XAAS],
820,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
821,aSD_REPORT,,[C&D&F].[C_Validated Rev Target],
822,aSD_REPORT,,[C&D&F].[C_Validated GP Target],
823,aSD_REPORT,,[E1&E2&G].[E1 30 Total 12 mo XaaS],
824,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_6_MO_XAAS],
825,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_12_MO_XAAS],
826,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
827,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
828,aSD_REPORT,,"replace(substr([Business View].[QUOTA_KEYSTONE_T_MAIN].[MARKET_NAME],4),'/CSI','')
",
829,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[TERRITORY_TYPE],
830,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COVERAGE_ID_NAME],
831,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
832,aSD_REPORT,,"'unknown'
",
833,aSD_REPORT,,'unknown',
834,aSD_REPORT,,'unknown',
835,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
836,aSD_REPORT,,"case when 
[KEYSTONE].[Market Name] is null then 'unknown'
else  [KEYSTONE].[Market Name]
end",
837,aSD_REPORT,,"case when  [KEYSTONE].[Customer Set] is null
then 'unknown'
else  [KEYSTONE].[Customer Set]
end",
838,aSD_REPORT,,"case when [KEYSTONE].[Coverage ID Name] is null
then 'unknown'
else [KEYSTONE].[Coverage ID Name]
end",
839,aSD_REPORT,,"COALESCE([C&D&E1&E2&F&G].[COV_ID],[KEYSTONE].[Cov Id])",
840,aSD_REPORT,,"case 
when [Cov ID1] in ('912_CFCNLEA','912_CFLOAC','912_CFCOMEA')
then 'C000000'
when [Cov ID1] in ('912_CFDSNLE','912_CFDISWE','912_CFLOAD')
then 'D000000'
when [Cov ID1] in ('912_CFBNKEA','912_CFFNMEA','912_CFFSSEA','912_CFLOAF','912_CFINSWE')
then 'F000000'
when [Cov ID1] in ('912_CFLOAI')
then 'I000000'
when [Cov ID1] in ('912_CFLOAP')
then 'P000000'
else  [Cov ID1]
end",
841,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C 30 Revenue],
842,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G 30 Revenue],
843,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight Rev],
844,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue],
845,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 3Q],
846,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 4Q],
847,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Revenue],
848,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C BCP GP],
849,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BCP],
850,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 3Q],
851,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 4Q],
852,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BCP],
853,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Validated GP Target],
854,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G BMC GP],
855,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BMC],
856,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 3Q],
857,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 4Q],
858,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BMC],
859,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 Total Signings],
860,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 LT10 Signings],
861,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 30 GT10 Signings],
862,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 46 GT10 Signings],
863,aSD_REPORT,,[C&D&E1&E2&F&G].[E XaaS],
864,aSD_REPORT,,[C&D&E1&E2&F&G].[E1 30 Total 6 mo XaaS],
865,aSD_REPORT,,[C&D&E1&E2&F&G].[E2 46 Total 6 mo XaaS],
866,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight XaaS],
867,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'Communication'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'Distribution'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'Financial Service'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'Industrial'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'Public'
else [Main0].[Market Name]
end",
868,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] IN ('C000000','D000000','F000000','I000000','P000000') then 'unknown'
else [Main0].[Customer Set]
end",
869,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then '_COMMUNICATIONS PLUG'
when [B].[AFFILIATE_NUMBER] = 'D000000' then '_DISTRIBUTION PLUG'
when [B].[AFFILIATE_NUMBER] = 'F000000' then '_FINANCIAL SERVICES PLUG'
when [B].[AFFILIATE_NUMBER] = 'I000000' then '_INDUSTRIAL PLUG'
when [B].[AFFILIATE_NUMBER] = 'P000000' then '_PUBLIC PLUG'
else [Main0].[Coverage ID Name]
end",
870,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'C000000'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'D000000'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'F000000'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'I000000'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'P000000'
else [Main0].[Cov ID1]
end",
871,aSD_REPORT,,[Main0].[D&G&C 30 Revenue],
872,aSD_REPORT,,[Main0].[D&G 30 Revenue],
873,aSD_REPORT,,[Main0].[G 30 Moonlight Rev],
874,aSD_REPORT,,[Main0].[D 30 Revenue],
875,aSD_REPORT,,[Main0].[D 30 Revenue 3Q],
876,aSD_REPORT,,[Main0].[D 30 Revenue 4Q],
877,aSD_REPORT,,[Main0].[C 46 Revenue],
878,aSD_REPORT,,[Main0].[D&G&C BCP GP],
879,aSD_REPORT,,[Main0].[D 30 GP Contract BCP],
880,aSD_REPORT,,[Main0].[D 30 GP BCP 3Q],
881,aSD_REPORT,,[Main0].[D 30 GP BCP 4Q],
882,aSD_REPORT,,[Main0].[G 30 Moonlight GP BCP],
883,aSD_REPORT,,[Main0].[C 46 Validated GP Target],
884,aSD_REPORT,,[Main0].[D&G BMC GP],
885,aSD_REPORT,,[Main0].[D 30 GP Contract BMC],
886,aSD_REPORT,,[Main0].[D 30 GP BMC 3Q],
887,aSD_REPORT,,[Main0].[D 30 GP BMC 4Q],
888,aSD_REPORT,,[Main0].[G 30 Moonlight GP BMC],
889,aSD_REPORT,,[Main0].[F IS 30/46 Total Signings],
890,aSD_REPORT,,[Main0].[F IS 30/46 LT10 Signings],
891,aSD_REPORT,,[Main0].[F Div 30 GT10 Signings],
892,aSD_REPORT,,[Main0].[F Div 46 GT10 Signings],
893,aSD_REPORT,,[Main0].[E XaaS],
894,aSD_REPORT,,[Main0].[E1 30 Total 6 mo XaaS],
895,aSD_REPORT,,[Main0].[E2 46 Total 6 mo XaaS],
896,aSD_REPORT,,[Main0].[G 30 Moonlight XaaS],
897,aSD_REPORT,,[Main].[Market Name],
898,aSD_REPORT,,[Main].[Customer Set],
899,aSD_REPORT,,[Main].[Coverage ID Name],
900,aSD_REPORT,,[Main].[Cov ID],
901,aSD_REPORT,,"case
when [Main].[D&G&C 30 Revenue] is null then 0 
else [Main].[D&G&C 30 Revenue]
end",
902,aSD_REPORT,,"case
when [Main].[D&G 30 Revenue] is null then 0 
else [Main].[D&G 30 Revenue]
end",
903,aSD_REPORT,,"case
when [Main].[G 30 Moonlight Rev] is null then 0 
else [Main].[G 30 Moonlight Rev]
end",
904,aSD_REPORT,,"case
when [Main].[D 30 Revenue] is null then 0
else [Main].[D 30 Revenue]
end",
905,aSD_REPORT,,"case
when [Main].[D 30 Revenue 3Q] is null then 0 
else [Main].[D 30 Revenue 3Q]
end",
906,aSD_REPORT,,"case
when [Main].[D 30 Revenue 4Q] is null then 0
else [Main].[D 30 Revenue 4Q]
end",
907,aSD_REPORT,,"case
when [Main].[C 46 Revenue] is null then 0
else [Main].[C 46 Revenue]
end",
908,aSD_REPORT,,"case
when [Main].[D&G&C BCP GP] is null then 0
else [Main].[D&G&C BCP GP]
end",
909,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BCP] is null then 0
else [Main].[D 30 GP Contract BCP]
end",
910,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 3Q] is null then 0
else [Main].[D 30 GP BCP 3Q]
end",
911,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 4Q] is null then 0
else [Main].[D 30 GP BCP 4Q]
end",
912,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BCP] is null then 0
else [Main].[G 30 Moonlight GP BCP]
end",
913,aSD_REPORT,,"case
when [Main].[C 46 Validated GP Target] is null then 0
else [Main].[C 46 Validated GP Target]
end",
914,aSD_REPORT,,"case
when [Main].[D&G BMC GP] is null then 0
else [Main].[D&G BMC GP]
end",
915,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BMC] is null then 0
else [Main].[D 30 GP Contract BMC]
end",
916,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 3Q] is null then 0
else [Main].[D 30 GP BMC 3Q]
end",
917,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 4Q] is null then 0
else [Main].[D 30 GP BMC 4Q]
end",
918,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BMC] is null then 0 
else [Main].[G 30 Moonlight GP BMC]
end",
919,aSD_REPORT,,"case
when [Main].[F IS 30/46 Total Signings] is null then 0
else [Main].[F IS 30/46 Total Signings]
end",
920,aSD_REPORT,,"case
when [Main].[F IS 30/46 LT10 Signings] is null then 0
else [Main].[F IS 30/46 LT10 Signings]
end",
921,aSD_REPORT,,"case
when [Main].[F Div 30 GT10 Signings] is null then 0
else [Main].[F Div 30 GT10 Signings]
end",
922,aSD_REPORT,,"case
when [Main].[F Div 46 GT10 Signings] is null then 0
else [Main].[F Div 46 GT10 Signings]
end",
923,aSD_REPORT,,"case
when [Main].[E XaaS] is null then 0
else [Main].[E XaaS]
end",
924,aSD_REPORT,,"case
when [Main].[E1 30 Total 6 mo XaaS] is null then 0
else [Main].[E1 30 Total 6 mo XaaS]
end",
925,aSD_REPORT,,"case
when [Main].[E2 46 Total 6 mo XaaS] is null then 0
else [Main].[E2 46 Total 6 mo XaaS]
end",
